"","source","target","type.x","time","dwell","arrivaldate","name.x.x","type.y","date.x","qty.x.x","id.x","name.x","type.x.x","date.x.x","qty.x","source.y","type.y.x","date.y.x","name.y","type.x.y","date.x.y","qty.y","type.y.y","date.y.y","name.y.y","type","date.y","qty.y.y","suspect_arrival2"
"58","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-03T12:53:39.678165",126450.091317,"2035-09-03",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_24703cd9","Event.Transaction","2035-09-04",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-04",NA,"Entity.Document.DeliveryReport","2035-09-04","37.125","2035-09-04"
"59","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-03T12:53:39.678165",126450.091317,"2035-09-03",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_26048d66","Event.Transaction","2035-09-04",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-04",NA,"Entity.Document.DeliveryReport","2035-09-04","12.5","2035-09-04"
"60","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-03T12:53:39.678165",126450.091317,"2035-09-03",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_26723d81","Event.Transaction","2035-09-04",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-04",NA,"Entity.Document.DeliveryReport","2035-09-04","0.125","2035-09-04"
"61","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-03T12:53:39.678165",126450.091317,"2035-09-03",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_2858548c","Event.Transaction","2035-09-04",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-04",NA,"Entity.Document.DeliveryReport","2035-09-04","0","2035-09-04"
"62","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-06T12:30:40.483121",84811.657412,"2035-09-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_30684b3c","Event.Transaction","2035-09-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-07",NA,"Entity.Document.DeliveryReport","2035-09-07","-7.5","2035-09-07"
"63","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-06T12:30:40.483121",84811.657412,"2035-09-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_305698a2","Event.Transaction","2035-09-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-07",NA,"Entity.Document.DeliveryReport","2035-09-07","56.25","2035-09-07"
"64","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-06T12:30:40.483121",84811.657412,"2035-09-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_260702ef","Event.Transaction","2035-09-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-07",NA,"Entity.Document.DeliveryReport","2035-09-07","20","2035-09-07"
"65","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-06T12:30:40.483121",84811.657412,"2035-09-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_24771740","Event.Transaction","2035-09-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-07",NA,"Entity.Document.DeliveryReport","2035-09-07","0.625","2035-09-07"
"66","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-06T12:30:40.483121",84811.657412,"2035-09-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_267258a3","Event.Transaction","2035-09-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-07",NA,"Entity.Document.DeliveryReport","2035-09-07","3.5","2035-09-07"
"67","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-06T12:30:40.483121",84811.657412,"2035-09-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_28021b14","Event.Transaction","2035-09-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-07",NA,"Entity.Document.DeliveryReport","2035-09-07","28.125","2035-09-07"
"68","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-06T12:30:40.483121",84811.657412,"2035-09-06",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_2858710d","Event.Transaction","2035-09-07",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-07",NA,"Entity.Document.DeliveryReport","2035-09-07","-1.5","2035-09-07"
"69","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-12T06:53:00.259864",191286.1244,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_26541d47","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","41.125","2035-09-13"
"70","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-12T06:53:00.259864",191286.1244,"2035-09-12",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_270334a9","Event.Transaction","2035-09-13",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-13",NA,"Entity.Document.DeliveryReport","2035-09-13","8.25","2035-09-13"
"71","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-16T12:49:25.252506",126681.048009,"2035-09-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_2825633e","Event.Transaction","2035-09-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-17",NA,"Entity.Document.DeliveryReport","2035-09-17","28.875","2035-09-17"
"72","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-16T12:49:25.252506",126681.048009,"2035-09-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_27034619","Event.Transaction","2035-09-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-17",NA,"Entity.Document.DeliveryReport","2035-09-17","3.5","2035-09-17"
"73","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-20T16:46:49.494173",69384.158391,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_30704d88","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","22.5","2035-09-21"
"74","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-20T16:46:49.494173",69384.158391,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_28262978","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","-2.625","2035-09-21"
"75","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-20T16:46:49.494173",69384.158391,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_24749505","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","33.75","2035-09-21"
"76","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-20T16:46:49.494173",69384.158391,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_25855618","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","19.375","2035-09-21"
"77","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-20T16:46:49.494173",69384.158391,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_26050585","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","11.25","2035-09-21"
"78","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-20T16:46:49.494173",69384.158391,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_266487cd","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","24.75","2035-09-21"
"79","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-20T16:46:49.494173",69384.158391,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_272100d7","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","14.625","2035-09-21"
"80","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-20T16:46:49.494173",69384.158391,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_267341bb","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","4.25","2035-09-21"
"81","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-22T13:20:04.186840",211583.927522,"2035-09-22",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_30572f9e","Event.Transaction","2035-09-23",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-23",NA,"Entity.Document.DeliveryReport","2035-09-23","45","2035-09-23"
"82","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-22T13:20:04.186840",211583.927522,"2035-09-22",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_2802936c","Event.Transaction","2035-09-23",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-23",NA,"Entity.Document.DeliveryReport","2035-09-23","13.125","2035-09-23"
"83","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-22T13:20:04.186840",211583.927522,"2035-09-22",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_30941569","Event.Transaction","2035-09-23",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-23",NA,"Entity.Document.DeliveryReport","2035-09-23","18.75","2035-09-23"
"84","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-27T13:46:55.719938",80003.409586,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_30706a64","Event.Transaction","2035-09-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-28",NA,"Entity.Document.DeliveryReport","2035-09-28","57","2035-09-28"
"85","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-27T13:46:55.719938",80003.409586,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_30573866","Event.Transaction","2035-09-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-28",NA,"Entity.Document.DeliveryReport","2035-09-28","80.625","2035-09-28"
"86","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-27T13:46:55.719938",80003.409586,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_27873d7d","Event.Transaction","2035-09-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-28",NA,"Entity.Document.DeliveryReport","2035-09-28","22.5","2035-09-28"
"87","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-27T13:46:55.719938",80003.409586,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_25859957","Event.Transaction","2035-09-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-28",NA,"Entity.Document.DeliveryReport","2035-09-28","20","2035-09-28"
"88","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-27T13:46:55.719938",80003.409586,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_26054371","Event.Transaction","2035-09-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-28",NA,"Entity.Document.DeliveryReport","2035-09-28","16.25","2035-09-28"
"89","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-27T13:46:55.719938",80003.409586,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_267398be","Event.Transaction","2035-09-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-28",NA,"Entity.Document.DeliveryReport","2035-09-28","3.25","2035-09-28"
"90","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-27T13:46:55.719938",80003.409586,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_272121e1","Event.Transaction","2035-09-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-28",NA,"Entity.Document.DeliveryReport","2035-09-28","13.125","2035-09-28"
"91","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-27T13:46:55.719938",80003.409586,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_28597faa","Event.Transaction","2035-09-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-28",NA,"Entity.Document.DeliveryReport","2035-09-28","25.5","2035-09-28"
"92","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-27T13:46:55.719938",80003.409586,"2035-09-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_30943975","Event.Transaction","2035-09-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-28",NA,"Entity.Document.DeliveryReport","2035-09-28","21","2035-09-28"
"93","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-30T12:54:42.348757",144767.304154,"2035-09-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_247064df","Event.Transaction","2035-10-01",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-01",NA,"Entity.Document.DeliveryReport","2035-10-01","40.5","2035-10-01"
"94","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-30T12:54:42.348757",144767.304154,"2035-09-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_25861071","Event.Transaction","2035-10-01",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-01",NA,"Entity.Document.DeliveryReport","2035-10-01","15.625","2035-10-01"
"95","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-09-30T12:54:42.348757",144767.304154,"2035-09-30",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_30945438","Event.Transaction","2035-10-01",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-01",NA,"Entity.Document.DeliveryReport","2035-10-01","22.5","2035-10-01"
"96","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-10-04T12:51:23.164119",83549.798278,"2035-10-04",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_26058365","Event.Transaction","2035-10-05",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-05",NA,"Entity.Document.DeliveryReport","2035-10-05","10.625","2035-10-05"
"97","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-10-04T12:51:23.164119",83549.798278,"2035-10-04",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_3067488c","Event.Transaction","2035-10-05",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-05",NA,"Entity.Document.DeliveryReport","2035-10-05","45","2035-10-05"
"98","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-10-04T12:51:23.164119",83549.798278,"2035-10-04",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_2826480c","Event.Transaction","2035-10-05",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-05",NA,"Entity.Document.DeliveryReport","2035-10-05","27.125","2035-10-05"
"99","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-10-04T12:51:23.164119",83549.798278,"2035-10-04",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_30574851","Event.Transaction","2035-10-05",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-05",NA,"Entity.Document.DeliveryReport","2035-10-05","41.25","2035-10-05"
"100","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-10-04T12:51:23.164119",83549.798278,"2035-10-04",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_2665850e","Event.Transaction","2035-10-05",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-05",NA,"Entity.Document.DeliveryReport","2035-10-05","19.5","2035-10-05"
"101","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-10-04T12:51:23.164119",83549.798278,"2035-10-04",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_26757fd7","Event.Transaction","2035-10-05",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-05",NA,"Entity.Document.DeliveryReport","2035-10-05","50.375","2035-10-05"
"102","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-10-04T12:51:23.164119",83549.798278,"2035-10-04",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_31116776","Event.Transaction","2035-10-05",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-05",NA,"Entity.Document.DeliveryReport","2035-10-05","20.625","2035-10-05"
